 ,, ,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,Duplicate,Source, Completion,Remark,,,
PPB-017,Nurimisaki,Constraint Satisfaction,"Grid size, cape & island clues","Form islands with specific ""cape"" (protrusion) rules",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-018,Nurimaze,Constraint Satisfaction,"Grid size, maze constraints",Create maze-like shaded paths with given rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-019,Sashigane,Constraint Satisfaction,"Grid size, arrow & length clues",Draw L-shaped polyominoes following arrows and lengths,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-020,Firefly,Constraint Satisfaction,"Grid size, number & arrow clues",Connect fireflies with paths following movement rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
PPB-001,Yajilin,Constraint Satisfaction,"Grid size, arrow clue count, black cell density",Draw a single loop and shade cells; arrows indicate the exact number of shaded cells in that direction,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-002,Slitherlink,Constraint Satisfaction,"Grid size, clue values (0-3), clue density",Draw one single closed loop; numbers show how many sides of each cell are used by the loop,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-003,Heyawake,Constraint Satisfaction,"Grid size, room count, room clues",Shade cells per room clues; no three consecutive shaded cells in row or column,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-004,Masyu,Constraint Satisfaction,"Grid size, black & white circle count","Draw a single loop: turn at black circles, go straight at white circles",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-005,Shakashaka,Constraint Satisfaction,"Grid size, clue placement density",Place black squares and white rectangles (including squares) to satisfy clues,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-006,Nurikabe,Constraint Satisfaction,"Grid size, island count and sizes",Shade seas to separate numbered islands of exact given size; no 2_2 shaded blocks,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-007,LITS,Constraint Satisfaction,"Grid size, tetromino constraints","Shade L, I, T, S shaped tetrominoes without forming 2_2 shaded areas",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-008,Light Up (Akari),Constraint Satisfaction,"Grid size, black cells and bulb clues",Place bulbs to illuminate all white cells; no two bulbs light each other,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-009,Nurimisaki,Constraint Satisfaction,"Grid size, island and cape clues",Form islands with specific cape (protrusion) rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-010,Shikaku,Constraint Satisfaction,"Grid size, area clues",Divide grid into rectangles; each contains one number equal to its area,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-011,Norinori,Constraint Satisfaction,"Grid size, region clues",Shade exactly two adjacent cells in each region,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-012,Choco (Chocona),Constraint Satisfaction,"Grid size, chocolate block clues",Divide into rectangles containing exactly one number,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-013,Firefly,Constraint Satisfaction,"Grid size, number and arrow clues",Connect fireflies following specific path and movement rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-014,Sashigane,Constraint Satisfaction,"Grid size, arrow and length clues",Draw L-shaped polyominoes following arrows and length constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-015,Sudoku,Constraint Satisfaction,"Grid size (9_9), given clue count","Each row, column, and 3_3 box must contain 1-9 exactly once",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-016,Nurimaze,Constraint Satisfaction,"Grid size, maze shading rules",Create maze-like shaded paths with given constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-017,Tapa,Constraint Satisfaction,"Grid size, clue values and complexity",Clues describe lengths of consecutive shaded blocks around the cell,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-018,Kurodoko,Constraint Satisfaction,"Grid size, number clues",Shade cells; numbers indicate visible shaded cells in 4 directions,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-019,Country,Constraint Satisfaction,"Grid size, country clues",Divide grid into regions following country rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-020,Hitori,Constraint Satisfaction,"Grid size, number distribution",Eliminate duplicates in rows/columns; unshaded cells not adjacent,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-021,Slalom,Constraint Satisfaction,"Grid size, gate clues",Draw a single path through all gates following direction rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-022,Yajikazu,Constraint Satisfaction,"Grid size, arrow and number clues",Combine Yajilin and Kakuro-style constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-023,Kurotto,Constraint Satisfaction,"Grid size, circle clues",Shade cells so circled numbers equal adjacent shaded cells,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-024,Shimaguni,Constraint Satisfaction,"Grid size, island size clues",Form islands where adjacent islands differ by exactly 1 in size,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-025,Reflect,Constraint Satisfaction,"Grid size, mirror clues",Place mirrors and route light beams,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-026,Reflect,Constraint Satisfaction,"Grid size, mirror and light clues",Place mirrors to guide light beams to targets,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-027,Shugaku,Constraint Satisfaction,"Grid size, number and arrow clues",Connect numbers with paths following specific rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-028,Five Cells,Constraint Satisfaction,"Grid size, region constraints",Shade or mark exactly five cells per region,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-029,Ayeheya,Constraint Satisfaction,"Grid size, shading clues",Shade cells following Ayeheya-specific rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-030,Creek,Constraint Satisfaction,"Grid size, number clues",Shade cells so numbers indicate adjacent shaded cells,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-031,Kakuro,Constraint Satisfaction,"Grid size, sum clues",Fill digits so each run sums to the clue; no repeats in a run,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-032,Herugolf,Constraint Satisfaction,"Grid size, ball and hole clues",Place balls and simulate golf-like movements to holes,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-033,Tasquare,Constraint Satisfaction,"Grid size, area and shape clues",Divide into squares or rectangles with given constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-034,Star Battle,Constraint Satisfaction,"Grid size, star count per row/column",Place stars so no two are adjacent and each row/column has exact count,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-035,Moon or Sun,Constraint Satisfaction,"Grid size, moon/sun clues",Draw a loop separating moon and sun regions,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-036,Simple Loop,Constraint Satisfaction,"Grid size, loop constraints",Draw a single simple closed loop following basic rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-037,Stostone,Constraint Satisfaction,"Grid size, stone clues",Place stones following adjacency and counting rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-038,Hebi,Constraint Satisfaction,"Grid size, snake length clues",Place snakes of given lengths without touching,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-039,Castle,Constraint Satisfaction,"Grid size, wall and room clues",Build castle walls following visibility or area rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-040,Chocona,Constraint Satisfaction,"Grid size, chocolate block clues",Divide into rectangles with one clue per block,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-041,Ring Ring,Constraint Satisfaction,"Grid size, ring connection rules",Connect rings with paths or loops,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-042,Curve Data,Constraint Satisfaction,"Grid size, curve clues",Draw curves following data clues,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-043,Aqre,Constraint Satisfaction,"Grid size, shading constraints",Shade cells following Aqre rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-044,Barns,Constraint Satisfaction,"Grid size, barn wall clues",Draw walls to form barns,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-045,Pencils,Constraint Satisfaction,"Grid size, pencil clues",Place pencils following direction and length rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-046,Yajilin Regions,Constraint Satisfaction,"Grid size, combined yajilin-region rules",Variant of Yajilin with additional region constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-047,Chained Block,Constraint Satisfaction,"Grid size, chained shading rules",Shade chained blocks with connectivity constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-048,Ripple Effect,Constraint Satisfaction,"Grid size, number placement rules",Place numbers so same numbers are separated by distance equal to value,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-049,Cave,Constraint Satisfaction,"Grid size, number clues",Shade cells so numbers indicate visible shaded cells,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-050,Nanro,Constraint Satisfaction,"Grid size, region and number clues",Place numbers in regions following Nanro rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-051,Geradeweg,Constraint Satisfaction,"Grid size, line drawing rules",Draw straight lines between numbers,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-052,Kropki,Constraint Satisfaction,"Grid size, dot clues (black/white)",Fill grid with numbers following kropki dot rules (consecutive or double),,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-053,Compass,Constraint Satisfaction,"Grid size, compass clues",Place arrows pointing to nearest clues,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-054,Sukoro,Constraint Satisfaction,"Grid size, number and adjacency rules",Place numbers so they equal adjacent cell count,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-055,Chocolate Banana,Constraint Satisfaction,"Grid size, banana and chocolate clues",Place bananas and chocolates following rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-056,Statue Park,Constraint Satisfaction,"Grid size, statue shape clues",Place polyomino statues without touching,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-057,Yin Yang,Constraint Satisfaction,"Grid size, black/white balance rules",Fill grid with black and white circles following connectivity rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-058,Guide Arrow,Constraint Satisfaction,"Grid size, arrow guidance rules",Follow arrows to place elements,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-059,Akichi,Constraint Satisfaction,"Grid size, empty land clues",Shade or mark land following Akichi rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-060,Nagenawa,Constraint Satisfaction,"Grid size, rope and loop rules",Draw ropes/loops with given constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-061,Putteria,Constraint Satisfaction,"Grid size, putt/golf-like rules",Place putters or simulate golf paths,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-062,Koburin,Constraint Satisfaction,"Grid size, forest and path rules",Draw paths through forest with Koburin rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-063,Kouchoku,Constraint Satisfaction,"Grid size, straight line constraints",Draw straight lines between points,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-064,Cocktail,Constraint Satisfaction,"Grid size, layered shading rules",Shade cells in cocktail-style patterns,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-065,Nonogram,Constraint Satisfaction,"Grid size, row & column clue sequences",Fill cells according to consecutive block lengths,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-066,Araf,Constraint Satisfaction,"Grid size, area size clues",Divide into regions with size constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-067,Heteromino,Constraint Satisfaction,"Grid size, polyomino variety rules",Divide into different polyomino shapes,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-068,Ice Walk,Constraint Satisfaction,"Grid size, ice sliding rules",Simulate sliding on ice with direction changes,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-069,Square Jam,Constraint Satisfaction,"Grid size, square placement rules",Place or fill squares following Jam rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-070,Pentominous,Constraint Satisfaction,"Grid size, pentomino tiling rules",Tile grid with pentominoes without repetition in regions,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-071,Four Cells,Constraint Satisfaction,"Grid size, 4-cell region rules",Shade or mark exactly four cells per region,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-072,Nikoji,Constraint Satisfaction,"Grid size, symmetric shape rules",Place shapes with symmetry constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-073,Evolmino,Constraint Satisfaction,"Grid size, evolution/mino rules",Place evolving polyomino shapes,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-074,Doppelblock,Constraint Satisfaction,"Grid size, double block clues",Place two blocks per row/column with sum clues,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-075,Dominion,Constraint Satisfaction,"Grid size, territory control rules",Claim areas following Dominion rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-076,Circle Square,Constraint Satisfaction,"Grid size, circle and square constraints",Place circles and squares with adjacency rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-077,Hashikake (Bridges),Constraint Satisfaction,"Grid size, island and bridge count",Connect islands with exact number of bridges,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-078,Lohkous,Constraint Satisfaction,"Grid size, lohkous-specific rules",Solve using Lohkous puzzle logic,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-079,Coral,Constraint Satisfaction,"Grid size, coral growth rules",Grow coral shapes following rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-080,Aquapelago,Constraint Satisfaction,"Grid size, water and land separation",Separate water and land areas with constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-081,Loop SP,Constraint Satisfaction,"Grid size, special loop rules",Draw loop with SP (special) constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-082,No Three,Constraint Satisfaction,"Grid size, no-three-in-line rules",Avoid three consecutive same elements,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-083,Bosanowa,Constraint Satisfaction,"Grid size, bosanowa shading rules",Shade cells following Bosanowa logic,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-084,Tontonbeya,Constraint Satisfaction,"Grid size, tontonbeya region rules",Solve Tontonbeya puzzle constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-085,Norinuri,Constraint Satisfaction,"Grid size, norinuri shading rules",Variant of shading with Norinuri rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-086,Lither,Constraint Satisfaction,"Grid size, lither loop rules",Draw lither-style loops,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-087,Fillomino,Constraint Satisfaction,"Grid size, area size clues",Divide grid into regions where size equals the number inside,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-088,CTS,Constraint Satisfaction,"Grid size, cts-specific rules",Solve CTS puzzle type,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-089,Forest Walk,Constraint Satisfaction,"Grid size, forest path rules",Walk through forest following rules,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-090,Water Walk,Constraint Satisfaction,"Grid size, water path rules",Walk on water cells with constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-091,Slash Pack,Constraint Satisfaction,"Grid size, slash and packing rules",Pack slashes or lines,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-092,Coffee Milk,Constraint Satisfaction,"Grid size, coffee/milk separation",Separate coffee and milk regions,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-093,Key West,Constraint Satisfaction,"Grid size, key and west clues",Solve Key West puzzle logic,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
PPB-094,Kurarin,Constraint Satisfaction,"Grid size, kurarin rules",Solve Kurarin puzzle constraints,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 规则由grok得到,,,
,,,,,,,,,,,
,,,,,, ,,,,,
OCW_Bingo,Bingo Selection,Perception / Counting,"grid_size, target_icons","Identify and select specific items (e.g., animals, food) from a grid based on instructions.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Click_Order,Sequential Click,Causal / Logic,"order_length, icon_similarity",Click on images or characters in a specific chronological or logical order provided in the prompt.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Connect_icon,Icon Connection,Relational / Logic,"num_pairs, distractor_density",Connect or match identical/related icons across different sections of the CAPTCHA image.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Coordinates,Coordinate Localization,Spatial Perception,"grid_precision, target_size",Provide the exact pixel coordinates or grid IDs for a specific target object within the image.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Dart_Count,Dartboard Counting,Counting / Perception,"num_darts, overlap_level","Count the number of darts hitting a board, requiring precise small-object detection.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Dice_Count,Dice Face Summation,Arithmetic / Perception,"num_dice, perspective_angle",Identify numbers on multiple dice faces and calculate their total sum or count specific values.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Geometry_Click,Geometric Localization,Geometry / Spatial,"shape_types, noise_level","Locate and click on specific geometric primitives (circles, triangles) amidst visual noise.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Hold_Button,Dynamic Interaction,Action Planning,"hold_duration, visual_clue","Reasoning about temporal actions, specifically which button to hold and for how long.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Image_Matching,Semantic Matching,Perception / Semantics,"num_candidates, semantic_depth",Select the image that semantically matches a reference image or a textual description.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Image_Recognition,General Recognition,Perception,"category_count, blur_level","Recognize and label objects within a standard CAPTCHA grid (e.g., ""select all buses"").",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Misleading_Click,Adversarial Perception,Logical Reasoning,"interference_type, clue_ambiguity",Solve CAPTCHAs where visual clues are intentionally designed to mislead standard AI models.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Object_Match,Object Association,Relational Reasoning,pair_complexity,"Find associations between different objects (e.g., lock and key) based on functional logic.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Patch_Select,Sub-image Selection,Perception / Detail,"patch_size, resolution",Identify which small patch belongs to a specific part of a larger original image.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Path_Finder,Path Planning,Spatial Reasoning,"maze_complexity, path_length","Trace a clear path from a starting point to a destination, avoiding obstacles.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Pick_Area,Region Selection,Spatial Perception,"area_boundary, overlapping_regions",Define or select a specific boundary or region within an image based on complex criteria.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Place_Dot,Point Localization,Spatial / Precision,target_count,Place dots precisely on specific features of objects or characters in the image.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Rotation_Match,Rotational Alignment,Geometry (3D-like),"rotation_angle, symmetry_bias",Identify the correct orientation or rotation required to match a reference object.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Select_Animal,Fine-grained Recognition,Perception,"species_variety, occlusion",Specifically identify and select animals within a multi-object visual scene.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Slide_Puzzle,Jigsaw Recomposition,Spatial Reasoning,"num_pieces, scramble_level",Determine the movements needed to solve a visual slide puzzle to form a complete image.,,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
OCW_Unusual_Detection,Outlier Detection,Logical Reasoning,outlier_subtlety,"Detect the ""odd one out"" or an unusual feature that doesn't belong in the visual context.",,https://github.com/MetaAgentX/OpenCaptchaWorld,zixiao,没有直接数据合成方案,,,
,,,,,,, ,,,,
,,,,,, ,,,,,
NGC-001,3D Viewpoint,"Cognitive Gap (G1, G4, G5)","Viewpoint complexity, object occlusion, angle variation",Identify the correct 3D viewpoint or camera angle of the given scene,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-002,Backmost Layer,Cognitive Gap (G1),"Number of overlapping layers, occlusion density",Identify the backmost (rearmost) layer or object in a stacked scene,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-003,Box Folding,"Cognitive Gap (G1, G4)","Net complexity, folding steps, 3D structure",Mentally fold a 2D net into the correct 3D box and answer related questions,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-004,Color Counting,Cognitive Gap (G3),"Number of objects, color variety, distractors",Count the number of objects of a specific color under visual noise,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-005,Dice Roll Path,"Cognitive Gap (G3, G4, G5)","Dice sequence length, path complexity",Simulate dice rolling path and predict final position or outcome,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-006,Dynamic Jigsaw,"Cognitive Gap (G2, G4, G5)","Piece count, movement speed, rotation",Solve or understand a dynamically moving jigsaw puzzle,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-007,Hole Counting,"Cognitive Gap (G1, G3)","Overlapping shapes, hole visibility",Count the number of holes or enclosed areas in overlapping figures,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-008,Illusory Ribbons,"Cognitive Gap (G1, G3)","Illusion strength, ribbon complexity",Trace or count illusory ribbons / contours,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-009,Layered Stack,"Cognitive Gap (G1, G3)","Number of layers, stacking density",Analyze layered stack and answer counting or visibility questions,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-010,Mirror,Cognitive Gap (G1),"Mirror count, reflection complexity",Understand mirror reflections and predict reflected objects,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-011,Multi Script,Cognitive Gap (G1),"Script variety, text distortion",Recognize or interpret text in multiple scripts / styles,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-012,Occluded Pattern Counting,"Cognitive Gap (G1, G3)","Occlusion ratio, pattern complexity",Count occluded or partially hidden patterns,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-013,Red Dot,Cognitive Gap (G5),"Movement speed, trajectory noise, timing",Click or track the moving red dot at the correct time,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-014,Rotation Match,"Cognitive Gap (G1, G4)","Rotation angle steps, object complexity",Match rotated objects or find the correct rotation,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-015,Shadow Direction,Cognitive Gap (G1),"Light source variation, shadow complexity",Determine light source direction from shadows,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-016,Shadow Plausible,Cognitive Gap (G1),"Shadow consistency, scene realism",Judge whether the shadow is physically plausible,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-017,Spooky Circle,Cognitive Gap (G2),"Circle count, temporal change rate",Detect appearing/disappearing circles across frames,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-018,Spooky Circle Grid,"Cognitive Gap (G2, G3)","Grid size, temporal dynamics",Count or track circles in a dynamic grid over time,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-019,Spooky Jigsaw,"Cognitive Gap (G2, G4, G5)","Piece movement, temporal coherence",Solve or understand a temporally changing jigsaw,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-020,Spooky Shape Grid,Cognitive Gap (G2),"Grid size, shape transformation",Track changing shapes in a grid over time,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-021,Spooky Size,"Cognitive Gap (G2, G5)","Size change rate, temporal sequence",Identify size-changing objects or patterns over time,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
NGC-022,Spooky Text,Cognitive Gap (G2),Text transformation speed,Read or understand text that appears/disappears dynamically,,https://github.com/MetaAgentX/NextGen-CAPTCHAs,zixiao,,,,
